cid,molecular_formula,molecular_weight,x_log_p,h_bond_donor_count,h_bond_acceptor_count,lipinski,casrn,id,casregno,uid,exp,chem_name,def,uvcb,flag,activity
134813725,C14H33NNaO5S+,350.47,NA,2,6,FALSE,9004-82-4,16034,9004824,NA,NA,"Poly(oxy-1,2-ethanediyl), .alpha.-sulfo-.omega.-(dodecyloxy)-, sodium salt (1:1)",NA,NA,XU,ACTIVE
107332,C5H7ClO3,150.56,0.7,0,3,TRUE,4755-81-1,12794,4755811,NA,NA,"Butanoic acid, 2-chloro-3-oxo-, methyl ester",NA,NA,NA,ACTIVE
23702610,C22H17N2NaO8S2,524.5,NA,3,10,FALSE,15225-09-9,19703,15225099,NA,NA,"2-Anthracenesulfonic acid, 1-amino-9,10-dihydro-4-[[3-[(2-hydroxyethyl)sulfonyl]phenyl]amino]-9,10-dioxo-, sodium salt (1:1)",NA,NA,PMN,INACTIVE
7110,C12H8Br2,312,5.7,0,0,FALSE,92-86-4,1604,92864,NA,NA,"1,1'-Biphenyl, 4,4'-dibromo-",NA,NA,S,ACTIVE
166224,C25H14ClF2N5Na2O8S2,696,NA,3,15,FALSE,72139-17-4,55672,72139174,NA,NA,"2-Anthracenesulfonic acid, 1-amino-4-[[3-[(5-chloro-2,6-difluoro-4-pyrimidinyl)amino]-2-methyl-5-sulfophenyl]amino]-9,10-dihydro-9,10-dioxo-, sodium salt (1:2)",NA,NA,NA,ACTIVE
22043,C9H9BrO2,229.07,3.5,0,2,TRUE,5798-75-4,13559,5798754,NA,NA,"Benzoic acid, 4-bromo-, ethyl ester",NA,NA,NA,INACTIVE
106363,C27H26N2O6S2,538.6,6.7,2,8,FALSE,68015-60-1,38558,68015601,NA,NA,"Benzenesulfonic acid, 2-amino-, 1,1'-[(1-methylethylidene)di-4,1-phenylene] ester",NA,NA,NA,ACTIVE
70337,C12H16O,176.25,3.5,0,1,TRUE,942-92-7,7526,942927,NA,NA,"1-Hexanone, 1-phenyl-",NA,NA,NA,ACTIVE
24540,H9N2O4P,132.06,NA,3,4,FALSE,7783-28-0,10795,7783280,NA,NA,"Phosphoric acid, ammonium salt (1:2)",NA,NA,NA,ACTIVE
53432490,C25H49N2NaO6S,528.7,NA,3,7,FALSE,68134-15-6,40018,68134156,NA,NA,"1-Propanesulfonic acid, 2-hydroxy-3-[(2-hydroxyethyl)[2-[(1-oxo-9-octadecen-1-yl)amino]ethyl]amino]-, sodium salt (1:1)",NA,NA,NA,ACTIVE
23668643,C25H49N2NaO6S,528.7,NA,3,7,FALSE,68134-15-6,40018,68134156,NA,NA,"1-Propanesulfonic acid, 2-hydroxy-3-[(2-hydroxyethyl)[2-[(1-oxo-9-octadecen-1-yl)amino]ethyl]amino]-, sodium salt (1:1)",NA,NA,NA,ACTIVE
23688492,C25H49N2NaO6S,528.7,NA,3,7,FALSE,68134-15-6,40018,68134156,NA,NA,"1-Propanesulfonic acid, 2-hydroxy-3-[(2-hydroxyethyl)[2-[(1-oxo-9-octadecen-1-yl)amino]ethyl]amino]-, sodium salt (1:1)",NA,NA,NA,ACTIVE
9865,C2H4S,60.12,0.6,0,1,FALSE,420-12-2,4306,420122,NA,NA,Thiirane,NA,NA,NA,ACTIVE
127,C8H8O3,152.15,0.8,2,3,TRUE,156-38-7,3906,156387,NA,NA,"Benzeneacetic acid, 4-hydroxy-",NA,NA,NA,ACTIVE
83069,C15H33N3,255.44,4.2,0,3,TRUE,13036-83-4,18247,13036834,NA,NA,"1,3,5-Triazine, 1,3,5-tributylhexahydro-",NA,NA,NA,INACTIVE
11144,C48H93AlO6,793.2,NA,0,6,FALSE,555-35-1,5455,555351,NA,NA,"Hexadecanoic acid, aluminum salt (3:1)",NA,NA,NA,ACTIVE
54611958,C16H32AlO2,283.41,NA,1,2,FALSE,555-35-1,5455,555351,NA,NA,"Hexadecanoic acid, aluminum salt (3:1)",NA,NA,NA,ACTIVE
57350927,C48H93AlO6-3,793.2,NA,0,6,FALSE,555-35-1,5455,555351,NA,NA,"Hexadecanoic acid, aluminum salt (3:1)",NA,NA,NA,ACTIVE
6427,C2Cl4F2,203.8,3.4,0,2,TRUE,76-12-0,496,76120,NA,NA,"Ethane, 1,1,2,2-tetrachloro-1,2-difluoro-",NA,NA,NA,ACTIVE
9999,C2N2,52.03,0.1,0,2,FALSE,460-19-5,4434,460195,NA,NA,Ethanedinitrile,NA,NA,NA,ACTIVE
6455606,C19H36O2S,328.6,NA,2,3,FALSE,67874-90-2,37260,67874902,NA,NA,"2-Propenoic acid, telomer with 1,3-butadiene and 1-dodecanethiol",NA,NA,XU,INACTIVE
5485710,C36H14Cl6N12Na4O14S4,1271.5,NA,4,26,FALSE,68867-63-0,48371,68867630,NA,NA,"Triphenodioxazinedisulfonic acid, 6,13-dichloro-3,10-bis[[4-[(4,6-dichloro-1,3,5-triazin-2-yl)amino]sulfophenyl]amino]-, sodium salt (1:4)",NA,NA,NA,ACTIVE
77761,C9H18N3O4P,263.23,-4.1,3,4,TRUE,4116-00-1,12215,4116001,NA,NA,"Propanamide, 3,3',3''-phosphinylidynetris-",NA,NA,NA,INACTIVE
117056,C17H18O2,254.32,3.4,1,2,TRUE,71195-68-1,54140,71195681,NA,NA,"Benzoic acid, 2-[[4-(1-methylethyl)phenyl]methyl]-",NA,NA,NA,INACTIVE
167296,C3H10N6O7P2,304.1,NA,7,13,FALSE,15541-60-3,19830,15541603,NA,NA,"Diphosphoric acid, compd. with 1,3,5-triazine-2,4,6-triamine (1:?)",NA,NA,NA,ACTIVE
16717614,C4H14O8Pb3,810,NA,4,8,FALSE,1335-32-6,8556,1335326,NA,NA,"Lead, bis(acetato-.kappa.O)tetrahydroxytri-",NA,NA,NA,ACTIVE
18503859,C4H14O8Pb3,810,NA,4,8,FALSE,1335-32-6,8556,1335326,NA,NA,"Lead, bis(acetato-.kappa.O)tetrahydroxytri-",NA,NA,NA,ACTIVE
16685321,C4H6O4Pb,325,NA,0,4,FALSE,1335-32-6,8556,1335326,NA,NA,"Lead, bis(acetato-.kappa.O)tetrahydroxytri-",NA,NA,NA,ACTIVE
6455489,C13H25ClN2O3,292.8,NA,1,4,FALSE,67504-24-9,36033,67504249,NA,NA,"Ethanaminium, N,N,N-trimethyl-2-[(2-methyl-1-oxo-2-propen-1-yl)oxy]-, chloride (1:1), polymer with 2-methyl-2-propenamide",NA,NA,FRI; PMN; XU,ACTIVE
76642,C18H14ClN5O5,415.8,4.5,2,8,TRUE,3177-13-7,11306,3177137,NA,NA,"Ethanol, 2-[[4-[2-(2-chloro-4,6-dinitrophenyl)diazenyl]-1-naphthalenyl]amino]-",NA,NA,NA,INACTIVE
117564,C11H13NO3,207.23,2.1,1,3,TRUE,25628-84-6,23460,25628846,NA,NA,"Benzoic acid, 2-[(1-oxopropyl)amino]-, methyl ester",NA,NA,NA,ACTIVE
94131,C4H9N3,99.13,0.6,1,3,FALSE,58605-87-1,31289,58605871,NA,NA,"Hydrazinecarbonitrile, 1-(1-methylethyl)-",NA,NA,NA,INACTIVE
92507,C18H42O6S3Si2,506.9,NA,0,9,FALSE,56706-11-7,30762,56706117,NA,NA,"3,15-Dioxa-8,9,10-trithia-4,14-disilaheptadecane, 4,4,14,14-tetraethoxy-",NA,NA,PMN,ACTIVE
44148158,C23H40O10,476.6,NA,3,10,FALSE,118276-84-9,62719,118276849,NA,NA,"2-Propenoic acid, 2-methyl-, methyl ester, polymer with butyl 2-propenoate and 2-hydroxyethyl 2-propenoate, 6-hydroxyhexanoate",NA,NA,FRI; PMN; XU,INACTIVE
641294,C10H10O2,162.18,1.8,0,2,TRUE,1963-36-6,9355,1963366,NA,NA,"2-Propenal, 3-(4-methoxyphenyl)-",NA,NA,NA,ACTIVE
8017,C2H8N2O,76.1,-1.6,3,3,FALSE,109-84-2,2678,109842,NA,NA,"Ethanol, 2-hydrazinyl-",NA,NA,NA,ACTIVE
174922,C24H12Cl3N5Na2O8S2,714.8,NA,3,13,FALSE,72139-12-9,55667,72139129,NA,NA,"2-Anthracenesulfonic acid, 1-amino-9,10-dihydro-9,10-dioxo-4-[[3-sulfo-4-[(2,5,6-trichloro-4-pyrimidinyl)amino]phenyl]amino]-, sodium salt (1:2)",NA,NA,NA,INACTIVE
90299,C28H22N2O4,450.5,7.1,4,6,FALSE,23941-48-2,22591,23941482,NA,NA,"9,10-Anthracenedione, 1,4-dihydroxy-5,8-bis[(4-methylphenyl)amino]-",NA,NA,NA,INACTIVE
111640,C24H21N3O14S4,703.7,0.7,5,16,FALSE,68833-99-8,48205,68833998,NA,NA,"2-Naphthalenesulfonic acid, 7-(acetylamino)-4-hydroxy-3-[2-[6-sulfo-8-[[2-(sulfooxy)ethyl]sulfonyl]-2-naphthalenyl]diazenyl]-",NA,NA,NA,INACTIVE
66991,C8H11NO,137.18,0.7,0,2,TRUE,114-91-0,2836,114910,NA,NA,"Pyridine, 2-(2-methoxyethyl)-",NA,NA,NA,INACTIVE
81462,C8H19NO5,209.24,-3.3,5,6,TRUE,6976-37-0,14684,6976370,NA,NA,"1,3-Propanediol, 2-[bis(2-hydroxyethyl)amino]-2-(hydroxymethyl)-",NA,NA,NA,ACTIVE
171955,C21H39NO5S,417.6,NA,4,6,FALSE,67889-94-5,37325,67889945,NA,NA,"Benzenesulfonic acid, isoundecyl-, compd. with 2,2'-iminobis[ethanol] (1:1)",NA,NA,NA,INACTIVE
66694,C12H16ClNO,225.71,2.8,0,2,TRUE,92-10-4,1544,92104,NA,NA,"Benzaldehyde, 4-[(2-chloroethyl)ethylamino]-2-methyl-",NA,NA,NA,INACTIVE
79517,C10H11NO4,209.2,2.1,0,4,TRUE,5445-26-1,13329,5445261,NA,NA,"Benzeneacetic acid, 4-nitro-, ethyl ester",NA,NA,NA,INACTIVE
79585,C9H11NO,149.19,1.7,0,1,TRUE,5461-49-4,13370,5461494,NA,NA,"Formamide, N-ethyl-N-phenyl-",NA,NA,NA,INACTIVE
109461,C12H26N2,198.35,2.6,2,2,TRUE,68541-08-2,45149,68541082,NA,NA,"2,4-Pentanediamine, N2-cyclohexyl-4-methyl-",NA,NA,NA,INACTIVE
135434846,C9H10N2O2,178.19,1.8,2,4,TRUE,4937-86-4,12897,4937864,NA,NA,"1,2-Propanedione, 1-phenyl-, 1,2-dioxime",NA,NA,NA,INACTIVE
16683946,C40H80O4Sn,743.8,NA,0,4,FALSE,3648-18-8,11808,3648188,NA,NA,"Stannane, dioctylbis[(1-oxododecyl)oxy]-",NA,NA,NA,ACTIVE
101846,C15H27NO3S,301.4,NA,0,3,FALSE,733-44-8,6964,733448,NA,NA,"Ethanaminium, N,N,N-triethyl-, 4-methylbenzenesulfonate (1:1)",NA,NA,NA,ACTIVE
174475,C20H17N3Na2O11S3,617.5,NA,2,13,FALSE,85536-87-4,60264,85536874,NA,NA,"2-Naphthalenesulfonic acid, 7-(acetylamino)-4-hydroxy-3-[2-[4-[[2-(sulfooxy)ethyl]sulfonyl]phenyl]diazenyl]-, sodium salt (1:?)",NA,NA,NA,ACTIVE
6437213,C26H33N3O4,451.6,NA,0,6,FALSE,68072-51-5,39121,68072515,NA,NA,"Ethanaminium, 2-[[2-cyano-3-[4-(diethylamino)phenyl]-1-oxo-2-propen-1-yl]oxy]-N,N,N-trimethyl-, benzoate (1:1)",NA,NA,NA,INACTIVE
6857837,C21H41NO4S,403.6,6.1,1,4,FALSE,97-80-3,833,97803,NA,NA,"Ethanesulfonic acid, 2-[methyl[(9Z)-1-oxo-9-octadecen-1-yl]amino]-",NA,NA,NA,ACTIVE
168754,H6N4O4Pd,232.49,NA,2,8,FALSE,28068-05-5,24879,28068055,NA,NA,"Palladium, diamminebis(nitrito-.kappa.O)-",NA,NA,NA,ACTIVE
166635,Cu2HO5P,239.07,NA,1,5,FALSE,12158-74-6,17937,12158746,NA,NA,Copper hydroxide phosphate (Cu2(OH)(PO4)),NA,NA,PMN,ACTIVE
93999,C17H25Cl,264.8,6.2,0,0,FALSE,58243-84-8,31183,58243848,NA,NA,"Naphthalene, 6-(chloromethyl)-7-ethyl-1,2,3,4-tetrahydro-1,1,4,4-tetramethyl-",NA,NA,NA,INACTIVE
6337016,BiY,297.88624,NA,0,0,FALSE,12421-82-8,18151,12421828,NA,NA,"Bismuth, compd. with yttrium (1:1)",NA,NA,NA,INACTIVE
21125261,C28H35N3O2,445.6,NA,1,4,FALSE,72102-66-0,55584,72102660,NA,NA,"Methylium, bis[4-(dimethylamino)phenyl][4-(ethylamino)-3-methylphenyl]-, acetate (1:1)",NA,NA,NA,ACTIVE
14233,C5H12N2O,116.16,0,2,1,TRUE,1118-12-3,7849,1118123,NA,NA,"Urea, N-(1,1-dimethylethyl)-",NA,NA,NA,ACTIVE
172569,MnO3Zr,194.16,NA,0,3,FALSE,70692-94-3,52722,70692943,NA,NA,Manganese zirconium oxide (MnZrO3),NA,NA,NA,INACTIVE
51808,C10H12N2Na2O8Zn,399.6,NA,0,10,FALSE,12519-36-7,18169,12519367,NA,NA,"Zincate(2-), [[N,N'-1,2-ethanediylbis[N-[(carboxy-.kappa.O)methyl]glycinato-.kappa.N,.kappa.O]](4-)]-, (OC-6-21)-",NA,NA,NA,INACTIVE
8816,C21H38BrN,384.4,NA,0,1,FALSE,140-72-7,3653,140727,NA,NA,"Pyridinium, 1-hexadecyl-, bromide (1:1)",NA,NA,NA,ACTIVE
105053,I3K,419.8117,NA,0,1,FALSE,12298-68-9,18112,12298689,NA,NA,Potassium iodide (K(I3)),NA,NA,NA,ACTIVE
108608,C14H14N2O5,290.27,2.7,1,6,TRUE,54554-39-1,30197,54554391,NA,NA,"2-Propenoic acid, 2-[[[(3-isocyanatomethylphenyl)amino]carbonyl]oxy]ethyl ester",NA,NA,NA,INACTIVE
116695,C29H66O11Si4,703.2,NA,0,11,FALSE,70776-64-6,53062,70776646,NA,NA,"Cyclotrisiloxane, 2-methyl-2,4,4,6-tetrakis(1-methylpropoxy)-6-[[tris(1-methylpropoxy)silyl]oxy]-",NA,NA,NA,INACTIVE
102116,C23H38O5,394.5,NA,4,5,FALSE,1337-89-9,5131,1337899,NA,NA,"1-Phenanthrenecarboxylic acid, 1,2,3,4,4a,4b,5,6,10,10a-decahydro-1,4a-dimethyl-7-(1-methylethyl)-, (1R,4aR,4bR,10aR)-, ester with 1,2,3-propanetriol",NA,NA,NA,INACTIVE
7818,C6H14N2,114.19,-0.4,0,2,TRUE,106-58-1,2436,106581,NA,NA,"Piperazine, 1,4-dimethyl-",NA,NA,NA,ACTIVE
105609,C22H15N5O11S2,589.5,3,5,15,FALSE,67786-16-7,36707,67786167,NA,NA,"2,7-Naphthalenedisulfonic acid, 4-[2-[2,4-dihydroxy-5-[2-(4-nitrophenyl)diazenyl]phenyl]diazenyl]-5-hydroxy-",NA,NA,NA,INACTIVE
89905,C9H11NO3,181.19,1.6,3,4,TRUE,22919-58-0,22368,22919580,NA,NA,"1-Propanone, 1-(2,4-dihydroxyphenyl)-, oxime",NA,NA,NA,INACTIVE
103063,C30H23N5O6S,581.6,4.3,5,9,FALSE,65036-45-5,34579,65036455,NA,NA,"2-Naphthalenesulfonic acid, 7-[(4-aminobenzoyl)amino]-3-[2-[4-(benzoylamino)phenyl]diazenyl]-4-hydroxy-",NA,NA,NA,INACTIVE
74322,C12H10F17NO3S,571.25,5.1,1,21,FALSE,1691-99-2,9033,1691992,NA,NA,"1-Octanesulfonamide, N-ethyl-1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-heptadecafluoro-N-(2-hydroxyethyl)-",NA,NA,S,ACTIVE
6455712,C9H13Cl2N,206.11,NA,1,1,FALSE,68016-19-3,38615,68016193,NA,NA,"Benzenamine, polymer with 1,2-dichloropropane",NA,NA,XU,INACTIVE
6336857,B2Hf,200.11,NA,0,0,FALSE,12007-23-7,17209,12007237,NA,NA,Hafnium boride (HfB2),NA,NA,NA,ACTIVE
52199765,C9H7Cl3O2,253.5,4,0,2,TRUE,86569-82-6,60435,86569826,NA,NA,"Benzoic acid, 2,3,6-trichloro-, ethyl ester",NA,NA,PMN; S; 5E,ACTIVE
103178,C35H41IN2O4S2,744.7,NA,0,8,FALSE,65104-20-3,34696,65104203,NA,NA,"Spiro[cyclohexane-1,2'-[1,3]dioxolo[4,5-f]benzothiazolium], 7'-ethyl-6'-[2-[(7'-ethylspiro[cyclohexane-1,2'-[1,3]dioxolo[4,5-f]benzothiazol]-6'(7'H)-ylidene)methyl]-1-buten-1-yl]-, iodide (1:1)",NA,NA,NA,INACTIVE
91911,C17H21NO,255.35,5.4,1,2,FALSE,55877-07-1,30523,55877071,NA,NA,"8-Quinolinol, 7-(2-ethyl-1-hexen-1-yl)-",NA,NA,NA,INACTIVE
13177338,C17H21NO,255.35,5.4,1,2,FALSE,55877-07-1,30523,55877071,NA,NA,"8-Quinolinol, 7-(2-ethyl-1-hexen-1-yl)-",NA,NA,NA,INACTIVE
23688981,C9H13NaO4,208.19,NA,0,4,FALSE,41487-53-0,28446,41487530,NA,NA,"2-Propenoic acid, 2-methyl-, polymer with ethyl 2-propenoate, sodium salt",NA,NA,XU,ACTIVE
83446,C6BaCl2O4,344.29,NA,0,4,FALSE,13435-46-6,18517,13435466,NA,NA,"2,5-Cyclohexadiene-1,4-dione, 2,5-dichloro-3,6-dihydroxy-, barium salt (1:1)",NA,NA,NA,ACTIVE
116920,C23H18N4,350.4,7.1,0,4,FALSE,70865-38-2,53276,70865382,NA,NA,"Diazene, 1-[4-[2-(3-methylphenyl)diazenyl]-1-naphthalenyl]-2-phenyl-",NA,NA,NA,INACTIVE
118628,C8H4CoO4,223.05,NA,0,4,FALSE,34262-88-9,26687,34262889,NA,NA,"1,4-Benzenedicarboxylic acid, cobalt salt (1:?)",NA,NA,NA,INACTIVE
70981,C7H6ClNO2S,203.65,2.8,0,3,TRUE,1199-36-6,8092,1199366,NA,NA,"Benzene, 1-chloro-4-(methylthio)-2-nitro-",NA,NA,NA,ACTIVE
44153865,C16H26Cl2O5,369.3,NA,0,5,FALSE,71426-97-6,54483,71426976,NA,NA,"2-Propenoic acid, butyl ester, polymer with 1,1-dichloroethene and 2-ethoxyethyl 2-propenoate",NA,NA,XU,INACTIVE
24582,C33H52O2,480.8,13,2,2,FALSE,7786-17-6,10864,7786176,NA,NA,"Phenol, 2,2'-methylenebis[4-methyl-6-nonyl-",NA,NA,NA,ACTIVE
136075960,C33H20N7Na3O10S2,807.7,NA,3,17,FALSE,72152-90-0,55730,72152900,NA,NA,"Benzoic acid, 5-[2-[4-[2-[4-[2-(6-amino-1-hydroxy-3-sulfo-2-naphthalenyl)diazenyl]-7-sulfo-1-naphthalenyl]diazenyl]phenyl]diazenyl]-2-hydroxy-, sodium salt (1:3)",NA,NA,NA,INACTIVE
74657,C8H7BrO3,231.04,2.4,1,3,TRUE,1878-91-7,5182,1878917,NA,NA,"Acetic acid, 2-(4-bromophenoxy)-",NA,NA,NA,INACTIVE
84561,C36H75AlO3,583,NA,0,3,FALSE,14624-15-8,19500,14624158,NA,NA,"1-Dodecanol, aluminum salt (3:1)",NA,NA,NA,INACTIVE
7310,C6H4ClNO5S,237.62,1.1,1,5,TRUE,96-73-1,1848,96731,NA,NA,"Benzenesulfonic acid, 2-chloro-5-nitro-",NA,NA,NA,ACTIVE
163423,C34H30CrN10NaO8S2,845.8,NA,2,16,FALSE,84812-61-3,60119,84812613,NA,NA,"Chromate(1-), bis[4-[2-[4,5-dihydro-3-methyl-5-(oxo-.kappa.O)-1-phenyl-1H-pyrazol-4-yl]diazenyl-.kappa.N1]-5-(hydroxy-.kappa.O)-2-methylbenzenesulfonamidato(2-)]-, sodium (1:1)",NA,NA,NA,INACTIVE
81196,C18H30O4,310.4,5.5,0,4,FALSE,6701-13-9,14504,6701139,NA,NA,"2-Propenoic acid, 2-methyl-, 1,1'-(1,10-decanediyl) ester",NA,NA,NA,ACTIVE
25222,C10H12N2O3,208.21,1.2,0,4,TRUE,10389-51-2,16884,10389512,NA,NA,"Morpholine, 4-(4-nitrophenyl)-",NA,NA,NA,INACTIVE
6441043,C14H29N,211.39,5,1,1,TRUE,40853-87-0,22097,40853870,NA,NA,"9-Tetradecen-1-amine, (9Z)-",NA,NA,NA,INACTIVE
18604,C14H28O,212.37,6.3,0,1,FALSE,3234-28-4,11366,3234284,NA,NA,"Oxirane, 2-dodecyl-",NA,NA,NA,ACTIVE
7144,C8H10O2,138.16,1.3,1,2,TRUE,93-51-6,1647,93516,NA,NA,"Phenol, 2-methoxy-4-methyl-",NA,NA,NA,ACTIVE
70990,C6HCl6N,299.8,4.4,0,1,TRUE,1201-30-5,8098,1201305,NA,NA,"Pyridine, 3,4,5-trichloro-2-(trichloromethyl)-",NA,NA,NA,ACTIVE
10459,C16H30O4,286.41,5.4,2,4,FALSE,505-54-4,4693,505544,NA,NA,Hexadecanedioic acid,NA,NA,NA,ACTIVE
85789,C13H26O2,214.34,5,0,2,TRUE,14936-67-5,19594,14936675,NA,NA,"2-Undecanol, 2-acetate",NA,NA,NA,INACTIVE
109181,C12H24O,184.32,4.6,0,1,TRUE,68141-14-0,40258,68141140,NA,NA,"Nonanal, 5-ethyl-2-methyl-",NA,NA,NA,ACTIVE
93838,C15H26O3,254.36,3.1,0,3,TRUE,57967-74-5,31105,57967745,NA,NA,"1-Oxaspiro[4.5]decan-6-ol, 2,6,10,10-tetramethyl-, 6-acetate, (2R,5R,6S)-rel-",NA,NA,NA,INACTIVE
108787,C15H26O3,254.36,3.1,0,3,TRUE,57967-74-5,31105,57967745,NA,NA,"1-Oxaspiro[4.5]decan-6-ol, 2,6,10,10-tetramethyl-, 6-acetate, (2R,5R,6S)-rel-",NA,NA,NA,INACTIVE
4334719,C11H16N2O2,208.26,4.1,0,4,TRUE,53880-05-0,29997,53880050,NA,NA,"Cyclohexane, 5-isocyanato-1-(isocyanatomethyl)-1,3,3-trimethyl-, homopolymer",NA,NA,XU,ACTIVE
105226,C12H16ClNO4,273.71,3.9,0,4,TRUE,65879-43-8,35245,65879438,NA,NA,"Benzene, 1-chloro-2,5-bis(1-methylethoxy)-4-nitro-",NA,NA,NA,INACTIVE
93552,C10H8O2,160.17,2.3,2,2,TRUE,581-43-1,5625,581431,NA,NA,"2,6-Naphthalenediol",NA,NA,NA,ACTIVE
23715909,C7H13KO5,216.27,NA,2,5,FALSE,67906-94-9,37684,67906949,NA,NA,"2-Propenoic acid, polymer with 2,2'-oxybis[ethanol], potassium salt",NA,NA,XU,INACTIVE
168517,C7H10O3,142.15,NA,0,3,FALSE,26337-35-9,23944,26337359,NA,NA,"Acetic acid ethenyl ester, polymer with carbon monoxide and ethene",NA,NA,XU,ACTIVE
44154128,C15H26O2,238.37,3.7,0,2,TRUE,121251-68-1,62895,121251681,NA,NA,"Spiro[bicyclo[4.1.0]heptane-2,5'-[1,3]dioxane], 2',2',3,7,7-pentamethyl-, (1R,3R,6S)-rel-",NA,NA,PMN,ACTIVE
38855,C21H40O4,356.5,7.5,0,4,FALSE,41395-83-9,28419,41395839,NA,NA,"Nonanoic acid, 1,1'-(1-methyl-1,2-ethanediyl) ester",NA,NA,NA,ACTIVE
117634,C15H10N2O2,250.25,3.6,0,3,TRUE,25771-65-7,23597,25771657,NA,NA,"Quinoline, 8-nitro-4-phenyl-",NA,NA,NA,INACTIVE
135666507,C22H14CaN2O6S,474.5,NA,1,8,FALSE,29779-09-7,25547,29779097,NA,NA,"2-Naphthalenecarboxylic acid, 3-hydroxy-4-[2-[1-(sulfomethyl)-2-naphthalenyl]diazenyl]-, calcium salt (1:1)",NA,NA,NA,INACTIVE
80156,C4H12N4,116.17,-1.3,4,4,TRUE,6054-74-6,13778,6054746,NA,NA,"1,3,5,7-Tetrazocine, octahydro-",NA,NA,NA,INACTIVE
111678,C15H28N2O3,284.39,1.8,1,4,TRUE,63451-23-0,33201,63451230,NA,NA,"Propanoic acid, 3-[2-(2-heptyl-4,5-dihydro-1H-imidazol-1-yl)ethoxy]-",NA,NA,NA,INACTIVE
6455681,C32H38O5,502.6,NA,4,5,FALSE,67970-08-5,38194,67970085,NA,NA,"Formaldehyde, polymer with 4-(1,1-dimethylethyl)phenol, 4,4'-(1-methylethylidene)bis[phenol] and phenol",NA,NA,XU,INACTIVE
99206,C20H22N2O4,354.4,3.6,2,6,TRUE,63466-98-8,33224,63466988,NA,NA,"9,10-Anthracenedione, 1,4-bis[(2-methoxyethyl)amino]-",NA,NA,NA,INACTIVE
166803,C6O12Sc2,353.97,NA,0,12,FALSE,13419-51-7,18497,13419517,NA,NA,"Ethanedioic acid, scandium(3+) salt (3:2)",NA,NA,NA,INACTIVE
